SessionID,politics_new,politics,dogkick,endangered,overweight,anthill,palm,cards,stealpoor,apartment,ballots,racepledge,sportsbet,flagburn,talkradio,familyshun,citizenrenounce,leaveclub,parentcurse,founderscurse,handgesture,rottentomato,fatherslap,soulsell,eatdog,tail,molesterblood,stageanimal,sex,gender,Age,education,educ_num,religion_attend,Religion_attend_num
59639, Moderate/middle-of-the-road,4,8,8,8,7,8,8,8,8,8,8,1,8,5,8,1,8,8,1,7,1,1,8,8,8,8,8, M,1,59, Completed Graduate/Professional Degree,9, a few times a year,1
59640, Other,,8,8,1,1,8,8,8,8,8,1,1,1,8,8,1,8,8,1,1,1,1,1,8,8,8,8, M,1,73, Completed Graduate/Professional Degree,9, Never,0
59641, Liberal,2,8,8,8,5,8,6,8,6,8,8,4,4,5,8,7,6,6,4,6,4,4,6,8,8,5,7, F,0,30, Completed Graduate/Professional Degree,9, Never,0
59644, Other,,8,8,8,1,8,8,8,8,8,8,8,8,8,8,1,8,8,8,1,1,8,8,8,8,8,8, M,1,68, Completed College/University,6, 99,
59645, Liberal,2,7,6,5,1,5,5,5,5,6,6,1,1,5,8,7,6,8,1,6,1,6,8,8,6,6,6, F,0,38, Completed College/University,6, 99,
59647, Very Liberal,1,5,6,6,1,4,5,4,4,5,8,2,4,3,5,5,8,6,3,7,3,2,8,5,7,1,5, M,1,31, Completed College/University,6, 99,
59650, Conservative,6,8,5,8,3,8,4,8,6,4,5,3,3,3,8,4,8,8,4,3,3,5,8,8,8,8,8, M,1,23, Completed College/University,6, a few times a year,1
59653, Slightly Conservative,5,8,5,8,4,8,3,8,5,7,8,3,7,8,7,8,7,8,6,6,2,1,8,8,8,6,8, M,1,27, Completed Graduate/Professional Degree,9, a few times a year,1
59654, Libertarian,,3,1,1,1,4,8,3,4,4,6,2,5,3,5,8,7,3,2,1,1,1,8,6,5,1,4, M,1,28, Currently in College,5, a few times a year,1
59656, Liberal,2,7,8,8,7,8,7,8,8,7,8,1,1,7,8,1,8,8,1,8,1,8,8,8,8,8,8, F,0,36, Completed Graduate/Professional Degree,9, Never,0
59660, Slightly Conservative,5,8,8,8,1,8,8,8,8,8,8,7,8,8,7,8,7,8,7,8,7,7,8,8,8,7,8, M,1,64, Completed College/University,6, a few times a month,2
59661, Slightly Liberal,3,8,8,8,7,8,8,8,8,7,8,7,7,8,8,7,7,8,7,8,7,1,7,7,8,7,8, M,1,71, Completed Graduate/Professional Degree,9, Never,0
59663, Liberal,2,8,8,6,4,8,5,8,5,8,8,3,8,5,7,7,7,2,3,3,4,1,8,8,8,3,8, M,1,22, Completed College/University,6, Never,0
59669, Very Liberal,1,8,8,6,6,8,5,8,5,7,8,1,4,6,8,8,4,8,5,6,1,4,8,8,7,1,8, F,0,52, Completed Graduate/Professional Degree,9, Never,0
59673, Liberal,2,8,8,8,7,8,,8,7,8,8,7,8,8,8,7,7,8,8,8,8,8,8,7,8,8,7, F,0,37, No Answer,, 99,
59678, Conservative,6,8,8,8,1,8,8,8,6,8,8,6,8,8,8,8,8,8,8,7,8,7,8,8,7,8,8, F,0,43, Completed High School,3, a few times a year,1
59681, Slightly Conservative,5,8,8,8,1,8,8,8,1,7,8,6,8,8,8,8,7,8,8,1,1,1,8,8,8,1,7, M,1,70, Completed Graduate/Professional Degree,9, a few times a year,1
59698, Liberal,2,8,8,6,4,4,5,6,6,8,8,3,1,6,8,6,8,7,1,7,5,1,1,7,8,1,6, F,0,24, Completed Graduate/Professional Degree,9, Never,0
59699, Slightly Liberal,3,8,8,8,2,8,8,8,8,8,8,5,5,4,8,8,8,8,2,8,8,3,2,8,8,8,8, F,0,19, Currently in College,5, Never,0
59702, Liberal,2,5,5,5,1,5,4,6,5,5,5,1,1,5,5,1,5,6,1,5,1,4,5,6,6,1,6, M,1,59, Completed Graduate/Professional Degree,9, Never,0
59706, Very Liberal,1,7,7,8,5,4,1,8,5,3,8,1,1,1,5,1,6,4,1,5,3,3,2,7,7,1,1, F,0,20, Completed High School,3, Never,0
59709, Slightly Conservative,5,7,7,8,1,8,8,8,8,8,8,5,6,7,7,8,7,8,2,5,7,1,8,5,8,1,8, M,1,55, Completed Graduate/Professional Degree,9, one or more times each week,3
59721, Liberal,2,6,5,5,2,6,4,5,4,6,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4, M,1,71, Some Graduate/Professional School,7, a few times a month,2
59723, Liberal,2,5,8,8,1,4,3,8,3,8,8,2,7,5,8,1,8,7,3,3,4,3,7,6,8,5,7, F,0,26, Currently in Graduate/Professional Sch,, a few times a year,1
59733, Libertarian,,5,6,3,1,7,4,5,5,5,1,2,5,5,6,8,5,4,5,3,1,2,6,4,7,2,5, M,1,32, Completed Graduate/Professional Degree,9, a few times a year,1
59736, Liberal,2,7,8,6,3,8,4,7,4,8,8,2,5,5,8,8,7,8,3,7,1,1,8,6,7,1,5, M,1,39, Some College/University,4, Never,0
59739, Libertarian,,8,5,2,2,6,2,8,4,7,7,5,6,8,6,8,5,6,7,2,1,1,7,8,8,5,7, M,1,27, Completed College/University,6, Never,0
59740, Libertarian,,8,8,2,7,8,2,8,7,1,6,7,7,1,,6,7,7,8,7,1,4,7,8,8,7,7, M,1,28, Some High School,1, Never,0
59742, Slightly Liberal,3,6,8,6,3,5,5,6,4,8,8,1,3,6,8,7,7,6,2,7,5,5,6,6,7,5,1, F,0,41, Some Graduate/Professional School,7, a few times a month,2
59743, Moderate/middle-of-the-road,4,8,8,8,4,8,8,8,7,8,8,5,4,7,8,7,7,8,4,7,5,4,5,8,8,5,6, F,0,23, Currently in Graduate/Professional Sch,, Never,0
59744, Slightly Liberal,3,7,8,4,3,7,7,8,5,8,8,2,2,3,7,7,4,7,2,7,4,2,2,5,8,5,7, M,1,39, Completed Graduate/Professional Degree,9, Never,0
59755, Very Liberal,1,6,8,3,3,8,3,7,4,6,6,1,1,1,5,4,4,4,1,3,1,1,1,8,8,1,4, M,1,25, Completed College/University,6, Never,0
59756, Liberal,2,5,5,4,1,5,1,6,5,1,5,1,1,3,6,1,4,6,1,1,1,1,1,7,7,1,5, M,1,65, Completed Graduate/Professional Degree,9, Never,0
59761, Conservative,6,8,8,8,1,8,6,8,8,8,7,1,8,8,8,8,6,8,8,5,8,7,8,8,8,8,8, F,0,61, Some College/University,4, a few times a year,1
59767, Very Liberal,1,8,8,8,1,8,8,8,4,8,8,1,1,4,1,8,8,7,1,1,8,1,1,5,8,1,7, M,1,50, Completed Graduate/Professional Degree,9, Never,0
59769, Slightly Liberal,3,8,8,7,3,6,3,6,6,4,7,1,3,4,8,5,5,8,1,5,1,4,1,7,6,1,6, F,0,45, Completed College/University,6, a few times a month,2
59781, Liberal,2,8,8,6,2,5,4,8,4,8,8,3,3,3,8,7,8,7,3,3,4,3,8,6,8,6,4, F,0,34, Completed Graduate/Professional Degree,9, a few times a year,1
59790, Slightly Liberal,3,8,8,7,4,8,7,8,8,8,8,4,3,6,6,7,7,8,3,7,3,4,1,8,7,1,8, M,1,36, Completed College/University,6, Never,0
59796, Libertarian,,8,1,5,1,8,8,8,5,1,8,3,7,8,7,8,7,7,1,7,1,4,8,1,7,1,6, M,1,30, Completed College/University,6, a few times a year,1
59800, Libertarian,,8,8,8,1,8,8,8,8,8,8,8,1,8,8,1,1,8,8,8,8,1,8,1,8,1,8, M,1,23, Completed College/University,6, one or more times each week,3
59802, Liberal,2,6,6,6,4,6,4,8,5,6,6,1,3,5,6,6,5,6,2,6,5,3,8,5,6,1,6, F,0,25, Completed College/University,6, 99,
59810, Libertarian,,7,7,1,1,8,6,8,6,8,8,4,5,5,8,7,7,1,1,1,1,1,1,1,7,1,6, F,0,35, Some College/University,4, Never,0
59812, Liberal,2,8,8,5,1,8,4,8,5,8,8,5,3,4,6,6,6,6,3,4,1,1,6,8,7,4,7, F,0,32, Completed Graduate/Professional Degree,9, Never,0
59814, Liberal,2,8,8,8,6,8,8,8,8,8,8,1,3,8,7,7,1,8,1,8,8,1,6,8,8,1,8, M,1,34, Completed Graduate/Professional Degree,9, Never,0
59816, Conservative,6,,,,,,,,,,,,,,,,,,,,,,,,,,, M,1,19, Currently in High School,2, one or more times each week,3
59819, Liberal,2,6,8,8,4,8,5,8,4,8,7,5,5,5,6,8,6,6,3,6,3,4,7,6,7,4,7, F,0,24, Completed College/University,6, a few times a year,1
59821, Slightly Liberal,3,8,8,7,3,8,7,8,8,8,8,5,3,5,7,7,8,8,2,3,1,4,7,7,8,1,7, F,0,29, Currently in Graduate/Professional Sch,, Never,0
59826, Very Liberal,1,5,7,7,1,8,4,8,7,8,8,3,5,7,6,7,8,7,1,7,6,1,8,8,8,1,7, F,0,32, Completed Graduate/Professional Degree,9, Never,0
59827, Libertarian,,8,8,5,3,8,8,8,5,5,8,1,5,4,5,7,4,8,4,1,1,3,1,8,6,4,1, M,1,37, Some College/University,4, Never,0
59841, Libertarian,,7,7,7,4,8,8,8,8,8,8,1,4,7,8,7,7,7,3,5,5,3,6,7,7,5,7, M,1,38, Completed Graduate/Professional Degree,9, Never,0
59843, Slightly Conservative,5,5,6,5,4,5,4,6,6,6,7,4,4,4,6,8,6,8,5,5,5,1,8,7,8,6,6, M,1,66, Completed Graduate/Professional Degree,9, one or more times each week,3
59844, Liberal,2,8,8,8,8,8,8,8,8,8,8,4,8,5,8,8,5,8,8,8,8,8,8,8,8,8,6, M,1,52, Completed Graduate/Professional Degree,9, a few times a year,1
59847, Very Liberal,1,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,1,1,1,1,8,8,7,1,7, F,0,37, Some College/University,4, Never,0
59851, Libertarian,,8,6,5,1,6,7,8,6,8,8,3,5,6,6,6,6,7,4,3,4,3,8,8,8,1,7, M,1,29, Completed Graduate/Professional Degree,9, Never,0
59858, Liberal,2,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,8,8,8,8,8,8, F,0,66, Completed College/University,6, 99,
59873, Libertarian,,8,4,1,1,8,1,8,3,8,6,1,2,8,8,8,3,1,1,1,4,1,8,8,8,1,7, M,1,38, Some Graduate/Professional School,7, a few times a month,2
59874, Liberal,2,8,8,8,5,8,8,8,8,8,8,5,5,6,8,8,8,8,4,8,6,1,1,8,8,8,8, F,0,45, Completed Graduate/Professional Degree,9, Never,0
59880, Don't know/not political,,8,8,8,8,8,8,8,6,8,8,5,8,8,7,8,7,8,8,6,1,1,8,8,8,1,7, M,1,30, Completed Graduate/Professional Degree,9, Never,0
59886, Libertarian,,8,8,8,3,8,8,8,6,8,8,2,2,8,8,7,8,8,2,1,4,5,4,,8,1,5, M,1,48, Some College/University,4, 99,
59890, Moderate/middle-of-the-road,4,8,8,3,4,8,4,8,8,8,8,1,7,7,8,7,6,8,3,1,1,1,8,8,8,1,8, M,1,29, Completed Graduate/Professional Degree,9, Never,0
59895, Liberal,2,8,8,8,1,8,8,8,8,8,8,8,1,8,8,1,1,8,8,8,1,1,1,8,8,1,8, M,1,72, Some College/University,4, Never,0
59897, Conservative,6,7,7,8,1,8,4,8,8,8,8,1,8,8,8,6,8,8,8,8,1,8,8,8,8,1,8, M,1,23, Completed College/University,6, a few times a month,2
59903, Liberal,2,8,1,8,2,8,8,8,8,8,8,1,1,1,8,1,1,8,1,8,8,1,1,1,7,1,4, M,1,23, Currently in College,5, Never,0
59907, Liberal,2,8,7,8,1,8,7,8,7,7,8,1,1,8,8,8,8,8,8,5,1,1,7,8,8,1,8, M,1,60, Completed Graduate/Professional Degree,9, a few times a month,2
59914, Libertarian,,4,4,1,1,4,1,4,4,1,5,1,1,1,7,7,1,1,1,1,1,1,1,5,7,1,4, M,1,19, Currently in College,5, Never,0
59917, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,3,8,8,8,8,7,8,8,1,7,8,8,8,8,1,8, F,0,58, Completed Graduate/Professional Degree,9, a few times a month,2
59923, Liberal,2,7,6,6,1,7,5,6,4,1,6,1,3,4,7,1,6,6,1,3,1,1,3,6,8,1,3, M,1,56, Completed Graduate/Professional Degree,9, Never,0
59928, Liberal,2,8,8,8,1,8,8,8,8,8,8,1,1,8,8,8,1,1,8,1,1,1,1,5,8,1,1, M,1,61, Some Graduate/Professional School,7, 99,
59931, Libertarian,,8,8,8,1,8,8,8,8,8,8,1,8,8,8,8,8,8,8,1,8,8,8,8,8,1,1, F,0,57, Some Graduate/Professional School,7, Never,0
59933, Liberal,2,6,1,6,4,1,6,6,8,8,7,2,3,4,8,1,8,1,1,3,1,1,7,8,8,6,6, F,0,38, Completed College/University,6, Never,0
59939, Slightly Liberal,3,6,7,5,2,6,4,6,6,8,8,3,3,5,6,6,6,6,3,6,5,5,8,4,7,4,5, M,1,23, Currently in Graduate/Professional Sch,, a few times a year,1
59940, Slightly Liberal,3,6,5,5,1,6,1,4,4,5,5,1,1,3,6,7,6,6,1,7,4,1,1,7,8,6,8, M,1,24, Completed Graduate/Professional Degree,9, Never,0
59948, Liberal,2,8,8,1,,8,4,8,8,8,8,5,3,3,6,7,1,1,1,4,1,1,8,8,8,8,8, M,1,22, Completed College/University,6, Never,0
59957, Moderate/middle-of-the-road,4,5,2,4,2,6,2,5,4,6,8,2,2,2,6,6,3,7,2,6,1,2,2,6,7,2,5, F,0,35, Some College/University,4, Never,0
59983, Libertarian,,8,8,8,5,8,8,8,7,8,8,1,8,8,8,1,8,6,8,6,4,1,8,8,8,1,1, M,1,35, Completed High School,3, Never,0
59985, Moderate/middle-of-the-road,4,,,,,,,,,,,,,,,,,,,,,,,,,,, M,1,30, Completed Graduate/Professional Degree,9, a few times a month,2
59987, Very Liberal,1,8,8,8,6,8,8,8,4,8,8,1,1,5,6,1,6,8,1,4,8,1,1,7,6,1,8, F,0,62, Completed Graduate/Professional Degree,9, Never,0
59993, Slightly Conservative,5,8,8,7,4,8,6,8,4,6,8,1,1,1,8,6,8,8,1,6,1,5,7,8,7,1,7, F,0,32, Completed Graduate/Professional Degree,9, Never,0
59998, Liberal,2,8,8,8,4,8,8,8,6,8,8,8,6,8,8,8,8,8,4,8,1,4,8,8,8,1,7, F,0,33, Completed Graduate/Professional Degree,9, one or more times each week,3
60003, Liberal,2,8,8,8,5,8,1,8,5,,8,4,4,8,8,8,8,5,1,5,1,1,1,8,8,1,7, M,1,30, Completed Graduate/Professional Degree,9, a few times a year,1
60008, Libertarian,,5,4,1,1,6,3,3,4,6,5,1,2,5,7,7,6,6,2,6,4,5,2,7,5,4,4, F,0,22, Currently in Graduate/Professional Sch,, a few times a year,1
60012, Liberal,2,8,8,8,8,8,8,8,7,8,8,7,8,8,8,8,8,8,4,8,7,8,8,8,8,8,8, F,0,28, Currently in Graduate/Professional Sch,, Never,0
60019, Very Liberal,1,8,8,8,6,8,8,8,1,8,8,1,5,8,8,1,8,8,1,8,1,1,7,1,8,7,7, M,1,56, Completed Graduate/Professional Degree,9, Never,0
60024, Moderate/middle-of-the-road,4,8,8,8,3,8,7,8,8,7,5,3,7,6,8,5,7,8,7,8,8,7,8,8,7,4,8, F,0,18, Currently in College,5, Never,0
60026, Slightly Conservative,5,8,6,7,1,8,4,8,8,8,8,3,8,7,7,8,7,7,5,2,6,2,4,8,7,1,6, M,1,29, Some College/University,4, Never,0
60028, Liberal,2,8,8,8,5,8,6,8,8,8,8,6,5,8,8,6,7,8,5,7,1,6,7,8,8,1,8, F,0,52, Completed College/University,6, a few times a month,2
60039, Libertarian,,5,5,4,1,6,3,6,4,8,4,1,1,1,6,1,1,1,1,1,1,1,8,5,5,1,3, M,1,35, Completed Graduate/Professional Degree,9, a few times a year,1
60042, Libertarian,,8,3,4,1,8,4,8,1,8,7,4,1,5,6,8,5,8,1,1,3,1,1,8,6,1,5, F,0,38, Some College/University,4, Never,0
60054, Very Liberal,1,8,7,7,2,8,8,8,8,8,7,2,1,8,8,7,7,,1,5,1,8,2,1,7,1,8, M,1,21, Currently in College,5, Never,0
60055, Liberal,2,8,8,6,3,8,6,8,6,8,8,4,6,6,8,8,7,6,4,7,4,3,4,8,8,6,7, F,0,31, Completed Graduate/Professional Degree,9, Never,0
60057, Libertarian,,8,8,8,1,8,8,8,8,8,8,4,8,8,8,8,8,8,8,1,8,1,5,8,8,1,5, M,1,32, Completed College/University,6, Never,0
60058, Liberal,2,5,5,5,1,8,5,5,5,8,8,1,1,5,8,6,1,3,1,4,1,4,8,4,5,3,5, F,0,33, Currently in Graduate/Professional Sch,, Never,0
60060, Moderate/middle-of-the-road,4,8,8,8,5,8,8,8,8,8,8,6,8,6,8,8,8,8,6,8,6,1,8,8,8,1,7, M,1,54, Completed Graduate/Professional Degree,9, one or more times each week,3
60062, Other,,8,7,8,7,8,8,8,7,8,8,1,7,7,8,7,7,8,7,8,8,7,8,8,8,1,7, F,0,23, Some Graduate/Professional School,7, a few times a year,1
60073, Liberal,2,8,8,8,5,8,5,8,4,8,8,3,5,8,8,8,8,5,4,4,5,3,8,8,8,8,8, F,0,47, Completed College/University,6, a few times a year,1
60079, Libertarian,,4,2,2,2,4,2,6,3,1,7,2,4,6,8,8,4,2,2,4,1,2,2,6,8,4,6, M,1,21, Currently in Graduate/Professional Sch,, Never,0
60091, Very Liberal,1,5,8,8,1,6,4,5,7,8,8,8,4,8,8,8,8,1,1,1,1,1,8,8,8,8,5, F,0,24, Currently in Graduate/Professional Sch,, one or more times each week,3
60092, Liberal,2,8,8,8,1,8,8,8,1,8,8,1,1,8,1,,8,8,1,8,1,8,,8,8,1,7, F,0,49, Completed Graduate/Professional Degree,9, 99,
60095, Liberal,2,8,8,8,1,8,8,8,8,8,8,1,1,1,7,1,6,8,1,8,1,1,7,8,8,1,4, M,1,59, Some College/University,4, Never,0
60097, Liberal,2,4,7,7,1,8,7,8,8,8,8,4,5,7,8,7,8,7,1,7,1,2,8,6,8,1,8, F,0,23, Completed College/University,6, a few times a year,1
60098, Very Conservative,7,8,1,8,1,8,6,1,5,8,7,3,4,8,6,7,6,8,2,8,8,8,8,5,7,2,8, M,1,27, Currently in Graduate/Professional Sch,, a few times a year,1
60099, Liberal,2,8,8,7,1,8,8,8,7,8,8,1,1,1,8,7,5,8,2,5,1,1,6,8,8,4,5, M,1,42, Completed Graduate/Professional Degree,9, Never,0
60102, Slightly Liberal,3,4,2,3,2,4,1,1,3,1,5,5,1,1,7,1,4,6,1,1,1,1,6,7,6,5,5, F,0,21, Currently in College,5, Never,0
60104, Slightly Conservative,5,8,7,8,4,8,7,6,7,7,8,1,5,7,8,7,8,7,7,6,3,1,1,8,8,1,8, M,1,29, Completed Graduate/Professional Degree,9, a few times a year,1
60123, Liberal,2,8,8,6,3,8,7,8,5,8,8,2,5,5,8,7,8,8,3,6,5,1,4,1,7,6,5, M,1,37, Completed Graduate/Professional Degree,9, a few times a month,2
60126, Slightly Liberal,3,8,8,8,1,8,5,,6,8,,6,,8,,7,8,5,8,1,1,1,8,7,8,1,7, F,0,41, Completed College/University,6, a few times a year,1
60132, Slightly Liberal,3,8,8,8,5,8,6,8,6,8,8,1,7,6,8,8,6,8,6,7,8,1,7,7,7,1,7, M,1,41, Some Graduate/Professional School,7, a few times a month,2
60135, Slightly Conservative,5,8,8,8,4,7,8,8,8,8,8,7,8,8,5,7,8,1,3,1,2,1,7,8,8,1,8, M,1,63, Some Graduate/Professional School,7, Never,0
60138, Libertarian,,7,8,4,1,8,8,8,4,8,8,2,3,4,8,7,7,8,2,5,8,1,5,3,8,1,3, M,1,36, Completed College/University,6, Never,0
60142, Liberal,2,8,8,5,5,8,4,6,5,7,8,1,4,5,7,7,5,8,4,5,5,4,4,5,7,1,6, F,0,64, Some College/University,4, one or more times each week,3
60144, Very Liberal,1,8,7,4,3,6,7,8,5,8,8,1,4,3,8,1,8,8,1,4,1,1,4,7,7,1,5, M,1,25, Completed College/University,6, a few times a year,1
60145, Moderate/middle-of-the-road,4,8,8,8,8,8,8,8,8,8,8,,,8,8,8,1,,8,8,8,1,8,8,8,1,8, F,0,69, Completed College/University,6, Never,0
60147, Slightly Liberal,3,7,7,7,3,8,6,8,6,8,8,3,1,6,8,7,8,8,1,3,5,1,7,8,8,1,7, F,0,47, Completed College/University,6, a few times a year,1
60149, Libertarian,,4,1,3,1,4,1,3,4,2,5,3,3,1,1,6,5,3,3,4,1,1,2,3,3,3,4, M,1,19, Currently in College,5, Never,0
60150, Liberal,2,4,4,4,1,8,8,8,6,8,8,1,3,4,5,6,5,4,3,5,4,1,4,6,7,1,4, M,1,25, Completed College/University,6, Never,0
60157, Slightly Conservative,5,8,8,5,3,8,8,8,6,8,8,1,6,6,7,8,7,8,1,1,7,1,8,8,8,8,8, M,1,45, Some College/University,4, Never,0
60159, Liberal,2,8,8,8,2,8,1,8,8,7,8,1,4,2,6,1,6,4,1,5,8,1,1,8,8,1,8, F,0,19, Currently in College,5, a few times a year,1
60160, Liberal,2,7,8,8,7,8,7,8,7,7,7,7,7,7,1,1,7,8,8,1,1,1,8,7,7,1,7, F,0,49, Completed Graduate/Professional Degree,9, a few times a year,1
60173, Liberal,2,8,7,8,5,8,8,8,8,8,8,3,3,8,6,6,6,8,3,6,4,1,8,8,6,8,7, F,0,33, Completed Graduate/Professional Degree,9, Never,0
60180, Moderate/middle-of-the-road,4,8,8,8,5,8,7,8,8,8,8,5,6,8,8,8,8,8,6,3,1,4,8,8,8,7,8, F,0,52, Completed Graduate/Professional Degree,9, a few times a year,1
60187, Slightly Liberal,3,8,8,1,1,8,1,8,8,4,6,1,1,1,1,1,1,8,1,1,1,1,1,3,8,1,2, M,1,26, Completed College/University,6, Never,0
60188, Liberal,2,6,8,6,1,8,5,1,5,7,8,1,1,1,4,1,5,8,1,1,1,1,8,8,8,1,8, M,1,33, Completed College/University,6, Never,0
60191, Liberal,2,8,8,8,4,5,4,8,1,4,8,2,3,1,6,1,8,5,1,4,1,1,1,8,7,4,5, F,0,19, Currently in College,5, a few times a year,1
60197, Liberal,2,7,8,8,2,8,1,8,8,8,8,8,1,3,8,1,8,8,2,1,1,3,4,4,8,1,3, F,0,19, Currently in College,5, a few times a month,2
60198, Moderate/middle-of-the-road,4,8,8,6,1,8,8,8,6,8,8,1,6,8,6,7,6,1,1,1,1,1,8,8,8,1,5, M,1,40, Completed Graduate/Professional Degree,9, Never,0
60200, Slightly Liberal,3,8,7,3,2,7,8,8,3,8,8,1,4,6,5,7,5,5,2,6,2,1,8,8,6,1,7, M,1,26, Currently in Graduate/Professional Sch,, Never,0
60201, Slightly Conservative,5,8,7,4,3,8,4,8,6,8,8,2,3,2,6,8,7,7,2,6,3,2,8,7,8,8,7, F,0,25, Completed College/University,6, a few times a year,1
60204, Very Conservative,7,5,1,1,2,8,4,6,5,1,5,4,8,8,7,8,6,6,8,6,1,5,8,8,6,8,7, M,1,27, Completed College/University,6, a few times a year,1
60205, Very Conservative,7,8,8,7,7,8,7,8,7,7,8,7,7,7,8,7,7,7,7,7,7,7,8,7,7,7,8, F,0,21, Some College/University,4, one or more times each week,3
60206, Conservative,6,4,7,7,1,8,5,8,6,8,6,1,5,7,8,8,6,7,5,6,1,1,1,6,8,4,5, M,1,32, Some Graduate/Professional School,7, Never,0
60207, Liberal,2,6,5,6,4,5,4,6,6,5,6,1,3,3,6,6,5,5,3,5,2,3,4,7,6,4,5, M,1,46, Completed Graduate/Professional Degree,9, Never,0
60209, Moderate/middle-of-the-road,4,5,7,2,1,4,1,5,3,7,6,1,2,3,2,4,2,1,1,1,1,1,4,6,4,1,2, M,1,52, Some Graduate/Professional School,7, Never,0
60211, Very Liberal,1,8,8,7,1,8,8,8,8,8,8,7,1,8,7,1,1,8,1,1,1,8,1,8,8,1,8, M,1,41, Completed Graduate/Professional Degree,9, a few times a year,1
60213, Very Liberal,1,6,6,8,1,3,1,8,1,8,6,1,1,4,6,1,8,1,8,1,1,1,1,8,6,1,3, F,0,54, Completed College/University,6, a few times a year,1
60217, Conservative,6,8,8,8,2,8,5,8,7,8,8,1,8,6,8,7,7,8,7,8,4,8,8,8,8,7,8, F,0,31, Completed College/University,6, a few times a year,1
60218, Liberal,2,8,8,4,4,4,5,8,6,6,6,5,1,1,8,1,6,8,1,3,1,5,8,8,8,5,7, F,0,67, Some College/University,4, Never,0
60220, Very Liberal,1,8,5,4,3,8,3,5,4,8,8,2,3,3,8,7,6,8,1,5,2,1,2,5,7,1,3, F,0,31, Completed Graduate/Professional Degree,9, Never,0
60222, Slightly Conservative,5,8,6,5,1,6,4,5,6,8,8,2,3,3,7,8,7,7,3,3,6,1,4,7,8,1,8, M,1,23, Currently in Graduate/Professional Sch,, a few times a year,1
60223, Liberal,2,5,5,4,1,4,3,4,5,1,3,2,1,2,7,7,5,6,1,5,1,1,1,7,8,1,5, M,1,36, Completed College/University,6, 99,
60227, Very Liberal,1,4,5,4,1,5,3,8,4,8,8,3,1,5,7,7,5,7,2,3,1,1,1,5,6,1,5, M,1,63, Completed Graduate/Professional Degree,9, Never,0
60236, Very Liberal,1,8,8,8,8,8,4,8,4,8,8,1,1,1,8,1,1,8,1,8,1,1,1,8,8,1,1, M,1,43, Completed Graduate/Professional Degree,9, Never,0
60238, Liberal,2,7,8,6,1,8,8,5,8,8,8,2,4,4,8,8,8,7,2,7,2,2,8,4,8,2,5, M,1,35, Completed Graduate/Professional Degree,9, Never,0
60240, Very Liberal,1,8,8,7,1,8,6,8,8,8,8,6,3,8,8,8,7,8,5,7,6,6,8,8,8,1,8, M,1,55, Completed Graduate/Professional Degree,9, 99,
60254, Liberal,2,4,8,2,2,8,8,8,8,8,8,1,2,5,7,6,8,4,3,5,1,1,3,6,7,1,3, M,1,26, Completed College/University,6, Never,0
60255, Slightly Liberal,3,5,7,5,1,6,5,6,4,4,6,4,4,5,7,7,6,5,1,3,3,6,6,8,8,8,8, F,0,45, Completed Graduate/Professional Degree,9, one or more times each week,3
60281, Conservative,6,8,8,8,1,8,8,8,8,8,8,1,8,8,8,8,1,8,8,1,8,8,7,1,7,1,7, M,1,42, Currently in College,5, Never,0
60282, Libertarian,,3,4,5,1,8,3,8,3,5,8,8,1,1,6,6,4,5,1,2,2,1,1,8,7,1,5, M,1,25, Some Graduate/Professional School,7, Never,0
60285, Slightly Conservative,5,8,8,8,1,8,8,8,8,8,8,4,6,8,8,8,8,8,8,8,8,1,8,8,8,8,8, M,1,40, Completed College/University,6, one or more times each week,3
60287, Slightly Liberal,3,7,6,5,5,8,7,8,7,7,7,2,1,4,8,7,8,6,1,6,5,1,8,7,8,1,5, M,1,40, No Answer,, a few times a year,1
60288, Libertarian,,8,8,8,1,8,8,8,6,8,8,1,1,8,1,1,6,1,1,1,1,1,5,5,7,1,1, M,1,58, Some Graduate/Professional School,7, Never,0
60291, Liberal,2,8,8,6,8,8,4,8,5,6,8,1,3,5,6,1,4,5,5,3,4,3,1,4,8,8,8, F,0,64, Completed College/University,6, Never,0
60292, Libertarian,,8,7,8,3,8,7,8,6,8,8,1,5,8,8,8,7,8,6,5,7,1,8,8,8,6,7, M,1,40, Completed Graduate/Professional Degree,9, a few times a month,2
60297, Slightly Liberal,3,8,7,8,1,7,6,7,5,6,7,4,4,5,7,6,6,6,5,5,1,4,8,8,7,8,8, F,0,31, Completed Graduate/Professional Degree,9, Never,0
60304, Conservative,6,8,8,8,6,8,8,8,7,8,8,7,8,8,7,8,7,8,8,8,8,8,8,8,8,6,8, M,1,37, Completed Graduate/Professional Degree,9, Never,0
60307, Slightly Liberal,3,8,7,6,3,5,8,7,5,7,8,4,5,6,7,8,8,8,3,4,4,3,8,6,8,1,7, F,0,24, Completed College/University,6, a few times a year,1
60309, Other,,8,8,8,8,8,8,8,3,8,8,1,,3,1,4,5,8,1,8,8,8,8,8,8,1,8, F,0,25, Completed College/University,6, a few times a year,1
