V101,gender,educ,race,pid7,pid3,ideo5,emote,treatd,lovec,auth,purity,math,weak,unfair,betray,conform,disgust,cruel,rights,loyal,chaos,goddis,compat,treatf,proudc,authc,nodisgust,dogood,hurt,justice,loyalf,roles,notnat,kill,rich,team,obey,chaste,religattend,income,age,state,zip,county,inputstate
161029094,2,5,1,1,1,2,6,6,4,3,,,,6,,,,,,5,5,2,,,,4,6,6,,5,2,2,1,,3,,,,3,,70,CO,80303,Boulder CO,8
161564476,1,3,4,4,3,,,4,4,,3,3,,,4,,,,4,4,,4,4,4,5,,,5,,4,3,,,,,,4,4,6,1,61,CA,93041,Ventura CA,6
161641851,2,2,1,1,1,3,6,,6,6,,1,,,6,,6,,,6,6,,6,6,,,6,,,6,6,,,,1,,6,6,2,4,43,MI,49721,Cheboygan MI,26
161801263,1,5,1,3,3,2,,,6,5,,5,5,5,5,6,,,6,,,,5,,,,6,5,,6,4,,,2,,,5,5,4,5,72,CA,90806,Los Angeles CA,6
161810562,2,3,1,3,,3,,,,,,1,,,,4,6,6,,,,,5,,5,6,4,,,,,,3,,2,2,,4,4,5,60,TX,76661,Falls TX,48
161818592,1,3,1,6,2,4,1,1,,,6,,6,,6,1,,,6,,,6,,6,6,,,,6,6,1,1,,,3,,6,,4,,67,CA,93908,Monterey CA,6
161819192,1,5,1,7,2,5,,,6,,6,1,6,,,,3,5,,5,6,,,6,,6,2,,,,,1,6,1,1,1,,,2,,73,MI,49916,Houghton MI,26
161819622,1,5,1,7,2,5,1,1,1,,,,,1,,1,1,,,1,1,,,,6,,,,6,5,,,5,1,,4,6,5,5,9,68,CA,92117,San Diego CA,6
161823903,1,4,1,5,3,3,,,,3,5,,,5,5,5,,,5,,4,1,5,,5,,5,,6,,5,,,3,,1,5,,6,5,73,TX,75495,Grayson TX,48
161831101,2,4,1,3,3,3,5,,5,5,4,2,6,,,,6,,6,,,,,,6,6,6,6,,6,3,,,,,5,,4,6,,74,MD,20794,Howard MD,24
161847352,2,3,1,7,2,5,5,5,6,5,,,,5,5,,,5,,,5,,,,6,,,6,6,6,,4,,3,,4,6,,3,10,70,CA,96101,Modoc CA,6
161854509,1,3,1,7,2,5,,,,5,,5,,6,,5,5,,5,,6,6,6,6,6,,,6,,,,6,6,,,6,,5,1,10,70,NV,89144,Clark NV,32
161855354,2,3,2,2,1,4,4,5,6,5,5,4,4,6,6,4,6,6,5,5,6,6,5,6,5,6,6,6,5,5,5,5,4,5,1,5,5,6,3,3,54,VA,24055,Henry VA,51
161876971,1,5,1,5,3,4,,,,,,1,,,1,1,1,,1,1,1,6,5,4,6,,5,6,5,,,,,5,,,,6,1,10,59,IL,60126,DuPage IL,17
161877278,1,6,6,,2,4,6,5,6,6,6,4,6,6,6,4,6,6,6,6,6,6,6,5,5,6,6,6,6,6,1,6,6,3,3,2,3,6,1,9,57,KS,67207,Sedgwick KS,20
161885566,2,6,1,3,3,3,,,,4,,,4,4,,,3,6,,3,3,3,6,,4,,,6,6,5,,,,3,,,4,6,4,10,39,NC,28025,Cabarrus NC,37
161896117,2,6,1,2,1,3,5,5,3,4,4,1,2,5,2,3,3,5,4,3,3,1,4,6,6,6,5,6,6,4,5,6,2,3,6,3,6,2,5,7,57,CO,80920,El Paso CO,8
161986099,1,5,1,6,2,4,2,4,3,4,2,1,1,5,4,2,2,5,5,3,3,1,2,6,6,5,5,6,6,6,4,5,4,1,6,4,5,3,5,,70,WA,98075,King WA,53
161992207,1,6,1,7,2,4,,3,3,,,,,3,5,,4,,4,5,5,,4,,,6,,6,,6,5,6,6,,,,6,,5,7,52,NY,11961,Suffolk NY,36
161992392,1,6,6,1,1,1,,5,4,4,,,,5,4,4,,,,4,,1,,6,,,,6,,,6,4,,6,6,,3,3,5,1,75,CA,94602,Alameda CA,6
161996797,1,3,7,3,,2,,,5,5,6,,,5,5,,,5,,,,1,6,5,,5,5,6,,5,,1,,,,3,,,6,4,36,MT,59701,Silver Bow MT,30
162003327,1,5,1,4,,4,,4,4,2,5,1,,6,,3,,,5,,,,,5,5,,,6,4,5,,,4,,1,,4,,2,8,49,KY,40228,Jefferson KY,21
162004134,1,3,7,5,3,5,,1,1,1,,,,,1,,,,6,1,1,6,,1,,,,6,,6,1,,1,1,,,5,6,1,,59,AL,36312,Houston AL,1
162022312,1,5,1,7,2,5,,,,1,2,2,2,,6,3,4,3,,,,,,,,,2,6,,1,3,5,2,,,3,4,,5,10,47,MN,55057,Rice MN,27
162140074,1,2,1,5,3,4,2,2,,,,1,,3,5,,,5,5,,6,,4,4,6,,5,6,,,4,,,3,,,,6,5,11,72,TN,37830,Anderson TN,47
162143368,1,5,1,3,3,3,,,,2,2,2,2,2,,,2,,,,2,2,,1,1,1,6,,,6,5,,,1,,,6,,1,10,72,PA,19030,Bucks PA,42
162155272,2,3,1,1,1,3,,5,,,5,3,5,5,,5,,,5,,,4,5,5,5,,5,,,,2,,,2,,4,,4,5,4,53,AZ,85234,Maricopa AZ,4
162162587,1,5,1,5,3,3,4,,,4,,1,3,,,,,,,,,,4,,5,5,3,5,,,,4,,,,3,,2,5,11,69,NC,27540,Wake NC,37
162172460,1,6,1,1,1,1,6,4,3,3,6,2,4,4,3,1,2,5,6,2,4,2,5,4,2,3,2,6,5,5,4,2,1,5,3,3,4,1,5,7,51,WA,98225,Whatcom WA,53
162181182,1,3,1,5,3,4,,4,6,5,5,,,,5,,5,,4,,,4,5,,6,6,,6,,6,,,5,,1,4,,,5,8,70,AZ,85234,Maricopa AZ,4
162181786,1,5,1,5,3,4,,3,5,,6,,,,,,6,5,6,6,6,,5,6,,,,6,,,5,6,,,2,3,,5,2,6,78,MA,2339,Plymouth MA,25
162194142,1,6,1,7,2,4,1,,,,6,1,6,1,,,,,6,6,,6,,1,6,6,,,,6,,6,6,,,,6,6,6,3,66,CA,93722,Fresno CA,6
162225876,2,5,1,1,1,2,4,5,,,5,1,5,5,3,,5,,,,,,,6,,5,4,6,,5,,,,,,3,4,4,4,3,68,NC,28203,Mecklenburg NC,37
162237794,1,1,2,2,1,3,,,4,,,4,,,4,4,,4,4,,4,4,4,,,4,4,4,,4,4,,,4,4,,,,4,,24,NY,11205,Kings NY,36
162252706,1,5,1,3,3,2,5,5,5,2,6,3,5,5,5,4,,,,,,1,5,6,6,6,6,6,6,5,1,1,1,6,1,4,3,1,2,5,84,CA,92264,Riverside CA,6
162253360,1,2,1,4,3,3,,5,5,5,,,5,,5,3,,,5,,,1,5,,5,,,,3,,3,3,4,,3,,4,,5,6,67,WI,53545,Rock WI,55
162253615,1,6,1,3,3,2,,6,6,,6,1,6,6,,,,,6,6,,,6,6,,,6,,6,,4,4,,,2,,6,,6,12,75,TN,37760,Jefferson TN,47
162254090,1,4,7,,,,,,,6,,,6,,6,,6,6,6,6,,6,,6,,6,6,6,,6,,1,,,,6,6,,,2,57,LA,70507,Lafayette Parish LA,22
162254822,2,3,1,4,3,3,,5,3,,,1,6,,2,2,,6,5,,,,6,6,,4,,,6,6,,,,6,5,2,,,4,6,57,OK,73722,Alfalfa OK,40
162255460,2,4,1,,1,3,,6,,,,3,,5,6,,,6,6,,5,4,6,6,,,,,,6,,1,1,2,,,2,1,2,,71,TN,37421,Hamilton TN,47
162258255,1,6,1,6,2,3,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,6,6,6,6,2,6,6,6,3,2,1,3,1,4,6,2,5,11,71,CA,91030,Los Angeles CA,6
162258988,1,2,1,2,1,3,5,5,6,5,6,3,5,5,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,4,3,6,6,6,4,3,6,64,FL,33430,Palm Beach FL,12
162259077,1,5,1,5,3,3,4,,,3,5,,,,5,,6,5,,5,,5,5,1,5,,6,,,2,,,6,4,2,,,,4,7,72,MT,59746,Beaverhead MT,30
162260271,2,2,1,7,2,5,,4,4,,2,1,,,3,,,3,,,3,6,6,,,6,1,6,,,,,4,1,1,,6,,4,6,45,IL,60638,Cook IL,17
162260310,2,6,1,1,1,1,,,1,,3,,,,3,1,2,6,,,2,1,6,6,5,2,,5,,6,,,,1,,4,,,5,12,59,NM,87107,Bernalillo NM,35
162262738,1,3,1,7,2,5,2,,1,,6,,,6,6,,6,6,,,,6,,6,,5,5,,,4,,,4,1,,,6,4,4,10,65,NE,69101,Lincoln NE,31
162262900,1,6,1,3,3,1,1,,,,,2,5,,3,1,,5,5,,2,,5,6,4,,1,6,,,,,2,2,5,,,,6,13,56,CA,94044,San Mateo CA,6
162263402,1,3,1,5,3,5,,1,1,,,1,,,,1,3,5,2,,,1,3,,,5,,6,6,6,,1,,1,1,,,,6,,68,MA,1821,Middlesex MA,25
162264198,1,3,1,2,1,3,1,2,1,4,6,1,5,5,5,3,4,5,5,4,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,69,MO,65032,Cole MO,29
162264469,2,6,1,1,1,2,,,4,4,4,,,,5,2,,5,5,,5,,6,,,5,5,,5,,,,,,,,,,2,10,65,IL,60640,Cook IL,17
162265057,2,5,1,2,1,3,4,5,3,4,5,3,4,5,3,3,5,5,4,3,4,5,4,6,5,5,5,5,6,5,3,1,4,3,4,3,4,4,2,3,52,FL,32784,Lake FL,12
162265424,2,6,1,1,1,2,5,6,4,3,4,2,5,5,5,4,4,6,6,4,5,1,6,6,4,4,4,6,6,6,3,3,1,5,3,2,5,1,6,8,52,WI,54082,St. Croix WI,55
162267511,1,3,1,3,3,3,1,,,2,,3,,4,5,,,,5,4,,1,6,,5,,,,6,,5,2,,5,,5,,3,6,3,65,MA,1373,Franklin MA,25
162267753,1,3,1,5,,3,,4,,3,4,,,,3,,,,2,,,3,3,,,,3,5,6,,5,6,3,,,1,,,5,7,45,MA,1821,Middlesex MA,25
162267789,1,5,1,6,2,4,2,2,5,6,6,4,4,5,6,5,4,5,4,4,4,4,5,3,6,6,5,6,4,4,4,6,5,3,1,2,6,6,3,6,62,MN,55305,Hennepin MN,27
162267890,1,3,1,7,2,5,,6,6,,,1,,6,,,6,,3,6,6,,,,6,6,,,6,6,5,,6,,1,2,,,5,5,65,WA,98513,Thurston WA,53
162268191,1,4,1,1,1,3,6,6,,,6,,6,,,1,6,,5,6,,,,6,,6,,,,5,,6,6,1,,,6,2,6,,66,CA,91344,Los Angeles CA,6
162269233,2,4,1,7,2,5,,5,,5,,1,5,5,,2,,5,,,5,,5,,5,5,4,6,,5,,,,,,4,5,,1,7,51,PA,16509,Erie PA,42
162269327,2,3,1,7,2,5,1,1,3,,,1,2,2,,1,,,,,,1,,3,6,,,6,4,,2,6,,5,,1,,,2,7,50,AZ,85374,Maricopa AZ,4
162269763,2,4,1,3,3,3,,,,4,,2,4,5,,2,,5,6,,,4,,,6,,5,,,,5,1,4,5,,3,4,,4,8,60,NC,28146,Rowan NC,37
162270775,2,2,1,7,2,5,5,5,,,,2,5,,,,1,6,,6,,6,,,6,6,,,,,6,,5,6,,2,6,6,2,,73,MO,63011,St. Louis MO,29
162272231,1,6,1,6,2,3,2,5,2,3,,,,,,,,,,,,,4,5,,,4,,,,5,,,,,,,,5,11,71,SC,29455,Charleston SC,45
162272366,1,5,1,4,3,3,3,4,2,3,2,2,3,4,3,3,4,4,5,4,4,2,5,6,5,6,2,5,5,5,4,1,2,3,1,3,3,2,5,8,56,MI,49014,Calhoun MI,26
162272644,1,6,1,5,3,4,3,,,3,,,3,,5,,4,5,,5,6,,4,,6,,5,,,,,4,,,1,2,4,4,4,,62,TX,75238,Dallas TX,48
162272938,1,3,1,2,1,2,,,2,,,,2,2,2,2,,3,,2,2,,4,,,,1,,,4,3,3,1,1,,1,,,6,8,40,KS,66801,Lyon KS,20
162273104,1,5,1,7,2,4,,,5,5,,2,5,6,2,1,,,,,4,,,,6,6,,,2,,1,6,,1,,,2,6,2,,49,CO,80917,El Paso CO,8
162273860,2,3,1,7,2,4,1,,2,3,2,1,,4,,,,,2,1,,,4,4,6,,4,,5,,,,,,,,5,4,1,6,51,TX,78611,Burnet TX,48
162273982,2,4,1,7,2,3,6,6,6,6,6,1,3,4,6,3,2,3,4,4,3,3,6,6,5,6,6,6,6,6,6,4,4,1,1,2,5,4,6,4,51,IN,46052,Boone IN,18
162276316,1,3,1,7,2,5,2,3,6,4,5,1,2,5,6,2,2,3,5,6,4,1,1,6,6,5,1,6,6,5,2,6,1,1,1,4,6,1,5,7,70,TX,76116,Tarrant TX,48
162277874,2,3,1,1,1,,4,,,,,,5,6,6,2,,6,6,,,6,5,,,,6,,6,,5,6,4,,,3,,3,2,5,55,DE,19801,New Castle DE,10
162278504,2,2,1,,2,,,,,,5,3,,4,4,4,,,5,4,3,,,6,,5,6,,5,5,,4,5,,,,4,,2,,22,WI,53149,Waukesha WI,55
162280729,1,3,2,3,3,2,,,4,5,5,,4,,,,,,,,,,5,6,3,,,,5,,,,5,,3,2,5,,4,,51,TX,78723,Travis TX,48
162280760,1,3,1,6,2,4,,,,,,3,5,4,,,,5,5,4,5,4,4,6,,,,,5,5,,,,,,,,,4,5,59,OH,44436,Mahoning OH,39
162281277,1,5,3,4,3,2,,,,,,1,,,6,,5,5,1,5,6,5,,,6,6,6,6,,6,6,,5,,3,,,,4,7,41,CA,92231,Imperial CA,6
162281439,1,5,1,3,3,3,3,,,2,,1,4,,4,4,,,,5,,1,,,6,6,6,6,6,,,,,,3,,6,5,6,3,86,VA,23234,Chesterfield VA,51
162281512,1,6,1,7,2,4,,5,6,,5,3,3,4,,4,5,,,,,,4,4,,,4,,,5,4,,3,,,,4,5,2,12,64,TX,75019,Dallas TX,48
162281929,2,5,1,7,2,5,,,,6,,4,6,6,6,,5,6,,,6,,6,5,6,,,6,,,,,6,6,1,,,6,2,,66,IN,46220,Marion IN,18
162282664,2,5,1,1,1,1,6,6,,6,,,,6,,4,4,6,,,,4,,,,5,5,,,4,4,,1,6,4,,3,,1,9,73,GA,30004,Fulton GA,13
162284625,1,5,1,5,3,4,2,5,6,5,6,1,3,5,6,3,5,6,6,6,6,4,4,5,6,6,6,6,5,5,6,6,5,5,1,5,6,5,1,6,69,IL,61401,Knox IL,17
162285072,1,6,1,1,1,3,3,4,2,1,1,1,5,5,4,1,3,6,4,4,4,4,5,5,4,4,4,6,4,5,5,4,2,4,3,2,5,4,5,11,62,CA,92592,Riverside CA,6
162285305,1,6,1,1,1,3,4,4,4,4,3,,,,,2,3,,,,4,,5,5,,5,,6,,4,,4,,,2,2,,,3,6,69,MT,59802,Missoula MT,30
162285503,1,5,1,5,3,4,2,4,5,5,4,3,3,4,5,3,5,5,6,5,,2,5,4,6,6,4,6,5,5,5,4,4,6,1,1,1,4,6,9,64,OR,97230,Multnomah OR,41
162290467,2,4,1,1,1,1,4,,,3,,,,4,5,2,,,4,,4,1,,4,,5,1,,6,4,,3,,,,2,,1,5,9,66,CA,90034,Los Angeles CA,6
162290658,2,3,1,7,2,4,4,,,,,1,,,,3,3,6,,3,5,6,6,,,6,,6,6,6,,,,5,,,5,5,4,,75,FL,32118,Volusia FL,12
162292713,1,2,1,5,3,4,,,,5,5,,5,,6,,4,,,6,6,4,4,,,6,,,4,6,,6,6,,,1,,6,3,6,79,FL,33067,Broward FL,12
162293931,2,2,1,6,2,,5,,4,6,,,5,,,3,6,,4,,6,,5,6,4,,,6,,,,5,5,,,2,,6,2,6,50,FL,32218,Duval FL,12
162295145,1,2,7,4,,3,6,,,6,6,1,6,6,,1,,,6,,,,,,,6,,6,6,6,,1,6,,1,,,6,1,11,58,LA,70817,East Baton Rouge Parish LA,22
162296632,1,6,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,5,5,4,5,4,5,3,4,3,3,5,4,3,2,6,7,70,MI,49441,Muskegon MI,26
162296675,1,6,1,7,2,5,5,5,6,,,,,6,,,5,5,,6,6,,6,,6,,6,,,,,,6,6,1,3,5,,4,8,70,SC,29678,Oconee SC,45
162297234,2,3,1,7,2,4,,5,,,,,,5,5,4,,6,,6,6,6,5,6,,,,6,5,5,,,,,1,,5,5,2,,77,AL,35242,Shelby AL,1
162297710,2,3,1,2,1,,2,2,,,2,2,3,3,3,,,3,,,,,,,6,6,,,,6,,6,,3,3,3,4,,6,2,55,OH,44514,Mahoning OH,39
162297798,2,3,1,5,3,4,,5,5,5,,,4,,,,,,,,,,,,5,6,,,4,6,,1,4,,1,,6,,2,3,67,IN,47432,Orange IN,18
162298035,2,6,1,5,3,4,3,3,,3,,1,,,,1,,1,,,1,1,4,4,5,,,,4,,2,,,,,2,4,4,6,9,63,CA,95816,Sacramento CA,6
162300118,1,3,1,5,3,3,3,4,,,5,5,,5,,4,,,,5,,5,4,6,,,,,6,5,6,2,,2,,,,5,5,3,62,FL,33771,Pinellas FL,12
162300599,1,2,1,5,3,4,3,4,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,4,5,6,3,6,6,5,5,5,5,1,1,3,6,4,5,,58,OH,45069,Butler OH,39
162300641,1,6,1,1,1,1,,,4,,4,1,,5,5,,,6,,3,,1,,,,5,3,,6,3,5,1,1,,,2,,,5,10,75,MI,49120,Berrien MI,26
162304492,1,5,1,3,3,3,,,2,2,4,1,,6,,,,5,,,4,1,,5,,4,1,,4,,,,,2,,1,5,1,4,11,67,MN,55117,Ramsey MN,27
162304629,1,3,5,4,3,1,,5,,,5,,5,,,2,5,5,,,5,2,6,,,,,6,5,5,,,3,,4,3,,2,5,2,49,CO,80904,El Paso CO,8
162305927,2,5,1,1,1,1,,6,4,4,,,,6,5,,4,,,4,4,,,,5,,,,5,,5,2,1,,1,,4,1,4,6,73,PA,19343,Chester PA,42
162305933,2,3,1,4,3,3,,6,,4,,,6,,6,,4,6,6,,,3,,6,5,,5,5,,,,,,,,,,,5,,75,OH,44432,Columbiana OH,39
162306073,2,4,1,4,3,,,6,4,3,3,1,,,,,,6,,3,5,,6,,6,,3,6,,,3,,,,,,1,1,3,5,55,OK,73521,Jackson OK,40
162306094,2,6,2,7,2,5,3,4,4,,,,4,,,2,5,5,,,,6,,3,5,,6,,5,,,,4,5,,,5,6,1,11,58,CA,91750,Los Angeles CA,6
162307534,1,6,1,5,3,3,3,4,2,5,2,1,3,,3,,,,,,,,4,5,,,5,6,,,,5,5,,,2,5,,4,11,66,FL,32055,Columbia FL,12
162307738,1,6,4,5,3,4,4,,5,4,6,3,,,4,4,,,,,5,,3,,4,,,6,5,5,,5,3,,,,,4,3,6,74,HI,96734,Honolulu HI,15
162307745,1,6,1,1,1,2,4,5,5,5,4,4,5,5,5,4,4,6,6,5,6,2,6,6,5,6,4,6,5,6,3,6,4,4,4,3,3,2,1,13,72,NY,10708,Westchester NY,36
162307839,1,4,1,4,3,5,3,,,3,,,,,,1,6,4,6,3,,6,3,6,,1,,,2,,,4,6,1,1,,,,4,12,42,VA,24605,Tazewell VA,51
162307924,1,5,1,1,1,2,,,3,3,4,,5,,5,,,6,6,4,,,,6,,,,6,,,5,4,,6,,2,4,4,2,8,69,WA,99354,Benton WA,53
162308566,2,3,1,5,3,4,,,1,,,1,1,1,,,,,,,,,6,5,,,4,6,,,1,6,,,1,,,5,2,,66,MI,48035,Macomb MI,26
162308719,2,5,1,3,3,3,4,5,,,,3,,4,,,4,,5,,5,2,5,5,,,4,,6,5,5,4,4,,,,,,6,8,60,KS,66206,Johnson KS,20
162312336,2,6,1,1,1,2,,4,2,3,2,,,5,,,,6,,,5,1,,6,,4,4,,6,,4,5,,,,2,3,,6,11,62,ME,4101,Cumberland ME,23
162313411,1,5,1,5,,4,,6,,5,5,,5,,,,6,6,,4,4,,5,6,,4,5,,6,4,,6,,,,1,,,4,11,66,IL,60527,DuPage IL,17
162315458,1,6,1,1,1,1,,4,,5,2,,,,,1,3,,,3,4,1,,,4,5,4,6,,6,4,3,,,,,,2,6,11,67,CA,94544,Alameda CA,6
162317945,1,5,1,7,2,5,6,6,5,5,,,,4,,2,,5,,,,5,,6,,6,5,,6,,,6,5,5,,1,,,1,10,48,NY,11787,Suffolk NY,36
162319646,1,6,1,6,2,5,,4,,4,5,,,5,5,3,,,5,4,,,4,,,5,4,,6,6,,,,,1,4,,6,5,13,65,ID,83709,Ada ID,16
162320724,2,3,1,2,1,3,,,4,4,6,,,6,,4,,,,5,5,5,,,4,,,6,6,6,,,5,2,2,,,5,5,1,55,FL,33020,Broward FL,12
162322680,1,6,1,5,3,4,3,3,4,,,2,,4,6,,,4,,,,5,4,4,5,6,,,6,5,,,,,1,2,,,2,14,66,NE,68901,Adams NE,31
162323630,1,6,1,4,3,3,,1,,1,1,1,,,,,,5,6,3,4,,5,,6,5,,6,,,5,5,,,1,,5,,4,11,64,IL,60089,Lake IL,17
162324222,2,4,1,5,3,5,1,,1,1,,,4,,,,,1,,1,1,6,,,3,5,,6,5,,,6,6,1,,,,6,5,5,60,IL,61938,Coles IL,17
162324475,2,5,1,1,1,2,,5,2,,5,3,,5,5,,,,,5,6,,,,6,,,6,,,4,2,2,,3,1,,4,2,4,54,FL,34472,Marion FL,12
162324506,2,6,1,7,2,5,,,6,,6,,6,,6,4,6,6,,,,6,,,6,6,6,6,,,,,6,,1,,4,6,5,,64,MS,39347,Jasper MS,28
162324757,2,3,1,7,2,4,,4,5,6,,,6,6,,,6,,5,,,6,,,5,6,,,6,,6,5,,,4,6,4,,2,3,66,FL,34986,St. Lucie FL,12
162325667,2,5,1,1,1,1,6,6,2,5,4,4,6,6,2,3,6,6,6,3,2,3,6,6,4,6,5,6,6,6,2,3,4,5,6,6,5,4,3,9,56,NJ,8620,Mercer NJ,34
162326953,2,3,4,2,1,2,,,4,,,,4,,4,3,4,5,,5,4,,5,6,6,,5,6,,5,,,,3,,,3,,3,9,55,NV,89074,Clark NV,32
162329073,2,5,1,6,2,4,5,,6,,6,,6,3,3,3,,4,,,,,,,,,1,,6,5,,6,,1,1,2,,1,5,8,56,FL,34609,Hernando FL,12
162333111,1,6,1,3,3,2,,6,4,,5,4,,5,4,,4,,,,5,,,,5,6,5,6,,6,,,,3,,3,5,,1,5,61,PA,17322,York PA,42
162337793,1,4,1,5,3,5,4,6,,,6,1,6,,,,4,,2,,,6,,5,6,6,,6,,,2,6,,2,,,6,,1,7,67,NE,68949,Phelps NE,31
162338243,2,3,1,6,2,,6,6,6,6,6,2,6,6,6,4,4,6,6,6,4,4,6,6,5,6,3,6,6,5,4,4,2,2,1,4,4,2,5,4,56,IN,47403,Monroe IN,18
162342043,1,5,1,2,1,3,,6,,4,4,,,5,5,4,5,,,,4,,,6,5,,,,,6,,4,3,,3,2,5,,6,9,53,MD,20781,Prince Georges MD,24
162342055,1,5,1,1,1,1,4,5,3,3,4,1,4,4,2,3,5,6,5,2,6,1,4,5,5,5,2,5,2,3,1,2,4,2,2,2,4,4,6,,63,CA,95678,Placer CA,6
162342476,1,4,3,,1,2,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,4,,58,CA,91331,Los Angeles CA,6
162346217,2,5,3,7,2,4,,6,5,6,,,6,,4,,,,,5,6,6,6,,6,,,,6,,,6,,6,3,,5,6,2,3,69,FL,32773,Seminole FL,12
162347205,1,3,7,3,3,3,5,,,6,5,1,,5,,2,,,3,,,6,,,6,6,,,,5,,,,3,2,5,6,6,1,3,60,OR,97116,Washington OR,41
162347770,1,3,1,5,,3,,5,2,,2,,5,6,,2,,,,,4,2,,4,6,5,,6,,,,,,5,1,4,,1,6,9,58,NH,3217,Grafton NH,33
162348219,2,2,1,7,2,5,,2,,1,,,3,4,3,4,,,4,,6,,4,4,,6,6,6,,,5,6,,6,,,,,2,,70,CO,81415,Delta CO,8
162348413,2,2,1,6,2,4,5,5,6,4,,,,5,,,5,5,5,,,,,,,,6,,,,4,6,6,5,3,,,6,6,,67,TX,77515,Brazoria TX,48
162350492,2,6,1,3,3,2,6,6,,5,,,6,5,5,3,,,5,,,,6,,3,6,,,6,6,6,,,,,3,5,,5,4,59,NC,28202,Mecklenburg NC,37
162350579,1,3,1,3,,,,4,4,,4,,4,,4,4,,4,4,,,,,6,,6,,,6,,,1,1,,1,2,6,,6,11,43,MA,1752,Middlesex MA,25
162352142,1,5,1,7,2,5,2,2,,2,2,,,2,,,2,,,2,,2,,,6,6,,,2,,5,5,5,,1,,,6,1,9,74,OH,43130,Fairfield OH,39
162352203,1,4,1,7,2,4,,,6,,4,2,,,3,4,3,5,5,,,,,6,6,,,6,6,,,5,,,,3,6,5,6,8,76,CA,92555,Riverside CA,6
162352852,2,6,1,1,1,2,,,1,1,,,6,6,,,4,6,5,,,6,6,,1,6,6,,,6,,,3,,,,6,6,1,,49,NY,14620,Monroe NY,36
162353046,2,3,1,1,1,5,5,5,4,,4,1,1,,,1,,,1,,,,,6,,,6,,,4,6,6,,5,1,4,,,6,4,48,OH,44144,Cuyahoga OH,39
162357283,1,6,1,4,3,3,,4,,,,2,4,,4,3,,,5,4,,3,5,,4,5,,,6,,,,,4,5,5,,4,5,8,50,NV,89119,Clark NV,32
162357288,1,3,1,4,3,3,,,5,,6,2,,5,4,,5,5,5,,,,6,5,5,,5,6,6,,,,,,4,3,,,3,6,57,NJ,8846,Middlesex NJ,34
162357564,2,5,1,5,3,5,,4,,,3,,4,3,,,,3,3,3,3,,4,,,4,,6,,,3,4,6,,1,,,6,4,4,53,TN,37664,Sullivan TN,47
162358092,2,6,1,1,1,2,5,5,,3,,,5,,4,,4,,5,3,,,6,6,,,4,4,,5,,,,6,5,,3,,6,,65,PA,19041,Montgomery PA,42
162358121,2,6,1,1,1,2,5,4,2,,2,,5,,,,,,,4,6,1,,,6,,3,,6,,,2,3,1,3,,,2,5,2,68,CO,80033,Jefferson CO,8
162359947,1,5,1,5,3,3,5,4,6,6,6,4,4,4,5,6,6,6,5,6,6,5,5,6,6,6,4,6,6,6,4,5,6,1,1,2,1,5,2,,73,NC,27615,Wake NC,37
162360575,2,4,1,7,2,4,1,,,,1,,1,,1,,,1,1,,1,1,,1,6,6,,,,6,1,6,,1,,,,4,6,7,36,GA,31032,Jones GA,13
162362396,1,3,1,7,2,5,,,,3,,1,2,5,,2,4,4,,,,2,6,6,,6,,6,,,6,6,,6,,,6,,4,9,67,TN,38016,Shelby TN,47
162362722,2,4,1,3,3,3,2,5,5,6,5,1,5,4,3,1,1,1,5,1,1,1,5,6,4,6,3,5,6,5,2,1,1,1,6,4,6,3,6,2,54,IA,51566,Montgomery IA,19
162362742,2,5,1,7,2,5,4,4,6,6,6,4,5,5,6,4,6,6,6,4,6,5,5,5,6,6,6,6,5,4,4,4,5,6,1,1,4,5,2,,69,IL,62563,Sangamon IL,17
162363015,2,3,1,1,1,2,6,6,,6,,,6,6,,,,,6,,6,6,6,6,,,6,6,,,,,4,,5,2,6,,2,9,61,FL,32304,Leon FL,12
162365215,2,3,1,5,,5,5,5,,,,,5,5,,6,6,,,6,,6,,,6,,6,6,6,6,1,,,6,,,,6,4,8,70,IN,47960,White IN,18
162365440,2,3,1,7,2,5,6,,6,6,,1,6,6,,6,,,,6,,,6,,6,6,,,6,6,2,6,,,,,,6,,7,41,TN,37660,Sullivan TN,47
162368262,2,3,1,3,3,3,,5,4,4,3,2,,,,2,,4,,,3,,,6,6,6,,5,5,5,,1,,,1,,,,6,2,57,IL,62321,Hancock IL,17
162368623,2,6,5,3,,1,,,1,3,,1,,5,1,,,6,,2,,1,6,,1,,3,5,6,,1,1,,5,,,,,2,6,58,WA,98229,Whatcom WA,53
162369066,2,5,1,1,1,2,,,,,,1,6,6,5,3,5,,,6,6,,5,5,4,,5,6,,5,6,,,,1,,,,4,11,53,TX,78253,Bexar TX,48
162369201,2,2,3,,,,,4,,4,,,,4,4,4,5,4,,,4,,,6,2,,6,,5,,4,,4,6,,,,4,4,4,22,CA,95128,Santa Clara CA,6
